Mata_Uang,Usia,Gender,Plan,Term,PPP,100_Ribu,150_Ribu,200_Ribu,250_Ribu,300_Ribu,350_Ribu,500_Ribu,750_Ribu,1_Juta,5_Juta
USD,4,PRIA,Flexi Berkah,,10,3859,5789,7500,9045,10854,12663,18090,27135,36180,168850
USD,4,PRIA,Flexi Berkah,,15,2815,4223,5630,7038,7917,9237,13195,19793,26390,123150
USD,4,PRIA,Flexi Cermat,15,5,16742,25113,33484,41855,50226,58597,83710,125565,167420,837100
USD,4,PRIA,Flexi Cermat,,10,8665,12998,17330,21663,25995,30328,43325,64988,86650,433250
USD,4,PRIA,Flexi Cermat,25,5,12159,18239,24318,30398,36477,42557,60795,85110,113480,567400
USD,4,PRIA,Flexi Cermat,,10,6638,9335,12446,15558,18669,21781,31115,46673,62230,290400
USD,4,PRIA,Flexi Cermat,,15,4175,6263,7828,9785,11742,13699,19570,29355,39140,182650
USD,4,PRIA,Flexi Cermat,35,5,8542,12813,17084,21355,25626,29897,42710,64065,79720,398600
USD,4,PRIA,Flexi Cermat,,10,4383,6575,8218,10273,12327,14382,20545,30818,41090,191750
USD,4,PRIA,Flexi Cermat,,15,2952,4428,5904,7380,8304,9688,13840,20760,27680,129150
IDR,4,WANITA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
IDR,4,WANITA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
IDR,4,WANITA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
IDR,4,WANITA,Flexi Berkah,106,5,16.0,21.3,28.5,35.6,42.7,49.8,71.2,100.1,133.4,667.0
IDR,4,WANITA,Flexi Berkah,,10,8.3,11.3,15.0,18.8,20.0,23.3,33.4,50.0,66.7,313.0
IDR,4,WANITA,Flexi Berkah,,15,5.9,8.9,10.8,13.3,16.0,18.7,23.7,35.6,47.4,222.0
IDR,4,WANITA,Flexi Cermat,15,5,131.0,196.6,262.1,327.6,393.1,458.6,655.2,982.8,1,310.4,6,552.0
IDR,4,WANITA,Flexi Cermat,,10,69.7,104.6,139.4,174.3,209.1,244.0,348.6,522.8,697.1,3,485.5
IDR,4,WANITA,Flexi Cermat,25,5,80.6,120.9,161.2,201.5,241.8,282.1,403.1,604.6,752.4,3,762.0
IDR,4,WANITA,Flexi Cermat,,10,44.0,66.0,82.6,103.2,123.8,144.5,206.4,309.6,412.8,1,926.5
IDR,4,WANITA,Flexi Cermat,,15,30.3,45.4,60.5,75.0,85.1,99.3,141.9,212.8,283.7,1,324.0
IDR,4,WANITA,Flexi Cermat,35,5,46.8,70.3,87.8,109.8,131.7,153.7,219.6,329.3,439.1,2,049.5
IDR,4,WANITA,Flexi Cermat,,10,25.7,38.6,51.4,64.3,75.0,84.4,120.6,180.8,241.1,1,125.5
IDR,4,WANITA,Flexi Cermat,,15,18.4,24.6,32.8,41.0,49.1,57.3,76.8,115.1,153.5,716.5
USD,4,WANITA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
USD,4,WANITA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
USD,4,WANITA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
USD,4,WANITA,Flexi Berkah,106,5,6748,9489,12652,15815,18978,22141,31630,47445,63260,295250
USD,4,WANITA,Flexi Berkah,,10,3295,4943,6590,7723,9267,10812,15445,23168,30890,144150
USD,4,WANITA,Flexi Berkah,,15,2339,3509,4678,5848,7017,7676,10965,16448,21930,102350
USD,4,WANITA,Flexi Cermat,15,5,16651,24977,33302,41628,49953,58279,83255,124883,166510,832550
USD,4,WANITA,Flexi Cermat,,10,8575,12863,17150,21438,25725,30013,42875,64313,85750,428750
USD,4,WANITA,Flexi Cermat,25,5,11730,17595,23460,29325,35190,41055,58650,82110,109480,547400
USD,4,WANITA,Flexi Cermat,,10,6496,9135,12180,15225,18270,21315,30450,45675,60900,284200
USD,4,WANITA,Flexi Cermat,,15,4108,6162,7702,9628,11553,13479,19255,28883,38510,179750
USD,4,WANITA,Flexi Cermat,35,5,8272,12408,16544,20680,24816,28952,41360,62040,77200,386000
USD,4,WANITA,Flexi Cermat,,10,4218,6327,7908,9885,11862,13839,19770,29655,39540,184500
USD,4,WANITA,Flexi Cermat,,15,2858,4287,5716,7145,8040,9380,13400,20100,26800,125050
IDR,5,PRIA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
IDR,5,PRIA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
IDR,5,PRIA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
IDR,5,PRIA,Flexi Berkah,105,5,19.1,25.5,34.0,42.6,51.1,59.6,79.8,119.6,159.5,744.5
IDR,5,PRIA,Flexi Berkah,,10,10.0,13.5,17.9,20.0,23.9,27.9,39.9,59.9,75.0,374.0
IDR,5,PRIA,Flexi Berkah,,15,7.3,10.8,13.1,16.4,19.2,20.4,29.2,43.8,58.4,274.0
IDR,5,PRIA,Flexi Cermat,15,5,138.6,207.9,277.2,346.5,415.8,485.1,693.0,1,039.4,1,385.9,6,929.5
IDR,5,PRIA,Flexi Cermat,,10,71.9,107.9,143.9,179.9,215.8,251.8,359.7,539.6,719.4,3,597.0
IDR,5,PRIA,Flexi Cermat,25,5,80.9,121.3,161.8,202.2,242.7,283.1,404.5,606.7,755.0,3,775.0
IDR,5,PRIA,Flexi Cermat,,10,45.7,68.5,85.6,107.0,128.4,149.8,214.0,321.0,428.0,1,997.0
IDR,5,PRIA,Flexi Cermat,,15,31.0,46.5,62.0,75.0,87.2,101.7,145.3,218.0,290.6,1,356.0
IDR,5,PRIA,Flexi Cermat,35,5,47.3,71.0,88.7,110.9,133.1,155.2,221.8,332.6,443.5,2,069.5
IDR,5,PRIA,Flexi Cermat,,10,26.7,40.0,53.3,66.7,75.0,87.5,125.0,187.5,250.0,1,166.5
IDR,5,PRIA,Flexi Cermat,,15,19.2,25.6,34.1,42.7,51.2,59.7,80.0,120.0,160.0,746.5
USD,5,PRIA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
USD,5,PRIA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
USD,5,PRIA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
USD,5,PRIA,Flexi Berkah,105,5,7561,11342,15122,18903,22683,26464,37805,56708,70570,352850
USD,5,PRIA,Flexi Berkah,,10,3938,5907,7500,9230,11076,12922,18460,27690,36920,172250
USD,5,PRIA,Flexi Berkah,,15,2882,4323,5764,7205,8106,9457,13510,20265,27020,126050
USD,5,PRIA,Flexi Cermat,15,5,16743,25115,33486,41858,50229,58601,83715,125573,167430,837150
USD,5,PRIA,Flexi Cermat,,10,8672,13008,17344,21680,26016,30352,43360,65040,86720,433600
USD,5,PRIA,Flexi Cermat,25,5,12143,18215,24286,30358,36429,42501,60715,84998,113330,566650
USD,5,PRIA,Flexi Cermat,,10,6628,9321,12428,15535,18642,21749,31070,46605,62140,290000
USD,5,PRIA,Flexi Cermat,,15,4165,6248,7810,9763,11715,13668,19525,29288,39050,182200
USD,5,PRIA,Flexi Cermat,35,5,8522,12783,17044,21305,25566,29827,42610,63915,79530,397650
USD,5,PRIA,Flexi Cermat,,10,4373,6560,8200,10250,12300,14350,20500,30750,41000,191300
USD,5,PRIA,Flexi Cermat,,15,2946,4419,5892,7365,8286,9667,13810,20715,27620,128850
IDR,5,WANITA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
IDR,5,WANITA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
IDR,5,WANITA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
IDR,5,WANITA,Flexi Berkah,105,5,16.3,21.8,29.1,36.3,43.6,50.9,72.7,102.2,136.2,681.0
IDR,5,WANITA,Flexi Berkah,,10,8.5,11.5,15.3,19.2,20.4,23.8,34.1,51.1,68.1,319.0
IDR,5,WANITA,Flexi Berkah,,15,6.1,9.1,10.9,13.7,16.4,19.1,24.3,36.5,48.6,227.5
IDR,5,WANITA,Flexi Cermat,15,5,131.2,196.7,262.3,327.9,393.5,459.0,655.8,983.6,1,311.5,6,557.5
IDR,5,WANITA,Flexi Cermat,,10,69.9,104.8,139.7,174.6,209.6,244.5,349.3,523.9,698.5,3,492.5
IDR,5,WANITA,Flexi Cermat,25,5,80.6,120.8,161.1,201.4,241.7,282.0,402.8,604.2,751.9,3,759.5
IDR,5,WANITA,Flexi Cermat,,10,44.0,66.0,82.5,103.1,123.8,144.4,206.3,309.4,412.5,1,925.0
IDR,5,WANITA,Flexi Cermat,,15,30.2,45.4,60.5,75.0,85.1,99.2,141.8,212.6,283.5,1,323.0
IDR,5,WANITA,Flexi Cermat,35,5,46.8,70.2,87.8,109.7,131.6,153.6,219.4,329.1,438.8,2,047.5
IDR,5,WANITA,Flexi Cermat,,10,25.7,38.6,51.5,64.3,75.0,84.4,120.6,180.9,241.2,1,125.5
IDR,5,WANITA,Flexi Cermat,,15,18.4,24.5,32.7,40.9,49.1,57.2,76.7,115.0,153.3,715.5
USD,5,WANITA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
USD,5,WANITA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
USD,5,WANITA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
USD,5,WANITA,Flexi Berkah,105,5,6886,9683,12910,16138,19365,22593,32275,48413,64550,301250
USD,5,WANITA,Flexi Berkah,,10,3362,5043,6724,7880,9456,11032,15760,23640,31520,147100
USD,5,WANITA,Flexi Berkah,,15,2398,3597,4796,5995,7194,7868,11240,16860,22480,104900
USD,5,WANITA,Flexi Cermat,15,5,16662,24993,33324,41655,49986,58317,83310,124965,166620,833100
USD,5,WANITA,Flexi Cermat,,10,8581,12872,17162,21453,25743,30034,42905,64358,85810,429050
USD,5,WANITA,Flexi Cermat,25,5,11712,17568,23424,29280,35136,40992,58560,81983,109310,546550
USD,5,WANITA,Flexi Cermat,,10,6485,9120,12160,15200,18240,21280,30400,45600,60800,283700
USD,5,WANITA,Flexi Cermat,,15,4105,6158,7696,9620,11544,13468,19240,28860,38480,179600
USD,5,WANITA,Flexi Cermat,35,5,8256,12384,16512,20640,24768,28896,41280,61920,77060,385300
USD,5,WANITA,Flexi Cermat,,10,4206,6309,7886,9858,11829,13801,19715,29573,39430,184000
USD,5,WANITA,Flexi Cermat,,15,2854,4281,5708,7135,8025,9363,13375,20063,26750,124850
IDR,6,PRIA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
IDR,6,PRIA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
IDR,6,PRIA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
IDR,6,PRIA,Flexi Berkah,104,5,19.7,29.5,39.3,49.2,59.0,68.8,92.2,138.3,184.4,860.5
IDR,6,PRIA,Flexi Berkah,,10,10.2,13.8,18.4,20.5,24.6,28.7,41.0,61.4,76.8,384.0
IDR,6,PRIA,Flexi Berkah,,15,7.5,10.8,13.5,16.9,19.2,21.0,30.0,44.9,59.9,281.0
IDR,6,PRIA,Flexi Cermat,15,5,138.7,208.1,277.4,346.8,416.1,485.5,693.6,1,040.3,1,387.1,6,935.5
IDR,6,PRIA,Flexi Cermat,,10,72.1,108.1,144.2,180.2,216.3,252.3,360.5,540.7,720.9,3,604.5
IDR,6,PRIA,Flexi Cermat,25,5,80.9,121.4,161.9,202.3,242.8,283.3,404.7,607.0,755.4,3,777.0
IDR,6,PRIA,Flexi Cermat,,10,45.7,68.5,85.6,107.1,128.5,149.9,214.1,321.2,428.2,1,998.0
IDR,6,PRIA,Flexi Cermat,,15,31.0,46.5,62.0,75.0,87.2,101.8,145.4,218.1,290.8,1,357.0
IDR,6,PRIA,Flexi Cermat,35,5,47.3,71.0,88.8,111.0,133.2,155.4,222.0,332.9,443.9,2,071.5
IDR,6,PRIA,Flexi Cermat,,10,26.7,40.1,53.4,66.8,75.1,87.6,125.2,187.7,250.3,1,168.0
IDR,6,PRIA,Flexi Cermat,,15,19.2,28.8,38.4,48.0,57.6,67.2,90.1,135.1,180.1,840.5
USD,6,PRIA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
USD,6,PRIA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
USD,6,PRIA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
USD,6,PRIA,Flexi Berkah,104,5,7767,11651,15534,19418,23301,27185,38835,58253,72490,362450
USD,6,PRIA,Flexi Berkah,,10,4046,6069,7586,9483,11379,13276,18965,28448,37930,177000
USD,6,PRIA,Flexi Berkah,,15,2958,4437,5916,7395,8322,9709,13870,20805,27740,129450
USD,6,PRIA,Flexi Cermat,15,5,16752,25128,33504,41880,50256,58632,83760,125640,167520,837600
USD,6,PRIA,Flexi Cermat,,10,8678,13017,17356,21695,26034,30373,43390,65085,86780,433900
USD,6,PRIA,Flexi Cermat,25,5,12149,18224,24298,30373,36447,42522,60745,85043,113390,566950
USD,6,PRIA,Flexi Cermat,,10,6632,9327,12436,15545,18654,21763,31090,46635,62180,290150
USD,6,PRIA,Flexi Cermat,,15,4168,6252,7816,9770,11724,13678,19540,29310,39080,182350
USD,6,PRIA,Flexi Cermat,35,5,8534,12801,17068,21335,25602,29869,42670,64005,79650,398250
USD,6,PRIA,Flexi Cermat,,10,4380,6570,8212,10265,12318,14371,20530,30795,41060,191650
USD,6,PRIA,Flexi Cermat,,15,2949,4424,5898,7373,8295,9678,13825,20738,27650,129000
IDR,6,WANITA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
IDR,6,WANITA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
IDR,6,WANITA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
IDR,6,WANITA,Flexi Berkah,104,5,16.8,22.4,29.9,37.4,44.8,52.3,74.7,105.0,140.0,700.0
IDR,6,WANITA,Flexi Berkah,,10,8.8,11.8,15.8,19.2,21.0,24.5,35.0,52.5,70.0,328.0
IDR,6,WANITA,Flexi Berkah,,15,6.2,9.4,11.2,14.1,16.9,19.2,25.0,37.4,49.9,234.0
IDR,6,WANITA,Flexi Cermat,15,5,131.3,196.9,262.5,328.2,393.8,459.4,656.4,984.5,1,312.7,6,563.5
IDR,6,WANITA,Flexi Cermat,,10,70.0,105.0,140.0,175.0,210.0,245.0,350.0,524.9,699.9,3,499.5
IDR,6,WANITA,Flexi Cermat,25,5,80.6,120.9,161.1,201.4,241.7,282.0,402.9,604.3,751.9,3,759.5
IDR,6,WANITA,Flexi Cermat,,10,44.0,66.0,82.6,103.2,123.8,144.5,206.4,309.6,412.8,1,926.5
IDR,6,WANITA,Flexi Cermat,,15,30.3,45.4,60.5,75.0,85.1,99.3,141.8,212.7,283.6,1,323.5
IDR,6,WANITA,Flexi Cermat,35,5,46.8,70.2,87.8,109.8,131.7,153.7,219.5,329.3,439.0,2,048.5
IDR,6,WANITA,Flexi Cermat,,10,25.8,38.7,51.6,64.5,75.0,84.6,120.9,181.4,241.8,1,128.5
IDR,6,WANITA,Flexi Cermat,,15,18.4,24.6,32.8,41.0,49.1,57.3,76.8,115.1,153.5,716.5
USD,6,WANITA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
USD,6,WANITA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
USD,6,WANITA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
USD,6,WANITA,Flexi Berkah,104,5,7078,9953,13270,16588,19905,23223,33175,49763,66350,309650
USD,6,WANITA,Flexi Berkah,,10,3456,5184,6912,8100,9720,11340,16200,24300,32400,151200
USD,6,WANITA,Flexi Berkah,,15,2463,3695,4926,6158,7389,8082,11545,17318,23090,107750
USD,6,WANITA,Flexi Cermat,15,5,16673,25010,33346,41683,50019,58356,83365,125048,166730,833650
USD,6,WANITA,Flexi Cermat,,10,8588,12882,17176,21470,25764,30058,42940,64410,85880,429400
USD,6,WANITA,Flexi Cermat,25,5,11724,17586,23448,29310,35172,41034,58620,82065,109420,547100
USD,6,WANITA,Flexi Cermat,,10,6490,9126,12168,15210,18252,21294,30420,45630,60840,283900
USD,6,WANITA,Flexi Cermat,,15,4105,6158,7696,9620,11544,13468,19240,28860,38480,179600
USD,6,WANITA,Flexi Cermat,35,5,8270,12405,16540,20675,24810,28945,41350,62025,77190,385950
USD,6,WANITA,Flexi Cermat,,10,4221,6332,7914,9893,11871,13850,19785,29678,39570,184650
USD,6,WANITA,Flexi Cermat,,15,2863,4295,5726,7158,8052,9394,13420,20130,26840,125250
IDR,7,PRIA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
IDR,7,PRIA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
IDR,7,PRIA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
IDR,7,PRIA,Flexi Berkah,103,5,20.2,30.3,40.4,50.5,60.5,70.6,94.6,141.9,189.2,883.0
IDR,7,PRIA,Flexi Berkah,,10,10.5,14.2,18.9,21.0,25.2,29.4,42.1,63.1,78.8,394.0
IDR,7,PRIA,Flexi Berkah,,15,7.7,10.8,13.8,17.3,19.2,21.5,30.7,46.1,61.4,288.0
IDR,7,PRIA,Flexi Cermat,15,5,138.8,208.2,277.7,347.1,416.5,485.9,694.2,1,041.2,1,388.3,6,941.5
IDR,7,PRIA,Flexi Cermat,,10,72.2,108.3,144.5,180.6,216.7,252.8,361.2,541.7,722.3,3,611.5
IDR,7,PRIA,Flexi Cermat,25,5,81.0,121.5,161.9,202.4,242.9,283.4,404.9,607.3,755.7,3,778.5
IDR,7,PRIA,Flexi Cermat,,10,45.7,68.6,85.7,107.1,128.6,150.0,214.3,321.4,428.5,1,999.5
IDR,7,PRIA,Flexi Cermat,,15,31.0,46.6,62.1,75.0,87.3,101.9,145.5,218.3,291.0,1,358.0
IDR,7,PRIA,Flexi Cermat,35,5,47.4,71.1,88.8,111.1,133.3,155.5,222.1,333.2,444.2,2,073.0
IDR,7,PRIA,Flexi Cermat,,10,26.7,40.1,53.4,66.8,75.2,87.7,125.3,187.9,250.5,1,169.0
IDR,7,PRIA,Flexi Cermat,,15,19.2,28.8,38.4,48.0,57.6,67.2,90.1,135.1,180.1,840.5
USD,7,PRIA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
USD,7,PRIA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
USD,7,PRIA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
USD,7,PRIA,Flexi Berkah,103,5,7973,11960,15946,19933,23919,27906,39865,59798,74420,372100
USD,7,PRIA,Flexi Berkah,,10,4153,6230,7786,9733,11679,13626,19465,29198,38930,181700
USD,7,PRIA,Flexi Berkah,,15,3035,4553,6070,7500,8538,9961,14230,21345,28460,132800
USD,7,PRIA,Flexi Cermat,15,5,16761,25142,33522,41903,50283,58664,83805,125708,167610,838050
USD,7,PRIA,Flexi Cermat,,10,8684,13026,17368,21710,26052,30394,43420,65130,86840,434200
USD,7,PRIA,Flexi Cermat,25,5,12155,18233,24310,30388,36465,42543,60775,85088,113450,567250
USD,7,PRIA,Flexi Cermat,,10,6636,9332,12442,15553,18663,21774,31105,46658,62210,290350
USD,7,PRIA,Flexi Cermat,,15,4171,6257,7822,9778,11733,13689,19555,29333,39110,182500
USD,7,PRIA,Flexi Cermat,35,5,8547,12821,17094,21368,25641,29915,42735,64103,79770,398850
USD,7,PRIA,Flexi Cermat,,10,4386,6579,8224,10280,12336,14392,20560,30840,41120,191900
USD,7,PRIA,Flexi Cermat,,15,2953,4430,5906,7383,8304,9688,13840,20760,27680,129200
IDR,7,WANITA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
IDR,7,WANITA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
IDR,7,WANITA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
IDR,7,WANITA,Flexi Berkah,103,5,17.3,23.0,30.7,38.4,46.0,53.7,75.0,107.9,143.8,700.0
IDR,7,WANITA,Flexi Berkah,,10,9.0,12.1,16.2,19.2,21.6,25.2,36.0,53.9,71.9,337.0
IDR,7,WANITA,Flexi Berkah,,15,6.4,9.6,11.5,14.4,17.3,19.2,25.6,38.4,51.2,240.0
IDR,7,WANITA,Flexi Cermat,15,5,131.4,197.1,262.8,328.5,394.1,459.8,656.9,985.4,1,313.8,6,569.0
IDR,7,WANITA,Flexi Cermat,,10,70.1,105.2,140.3,175.3,210.4,245.5,350.7,526.0,701.3,3,506.5
IDR,7,WANITA,Flexi Cermat,25,5,80.6,120.9,161.2,201.5,241.7,282.0,402.9,604.4,752.1,3,760.5
IDR,7,WANITA,Flexi Cermat,,10,44.1,66.1,82.6,103.3,123.9,144.6,206.6,309.8,413.1,1,928.0
IDR,7,WANITA,Flexi Cermat,,15,30.3,45.4,60.5,75.0,85.1,99.3,141.8,212.7,283.6,1,323.5
IDR,7,WANITA,Flexi Cermat,35,5,46.8,70.3,87.8,109.8,131.7,153.7,219.6,329.3,439.1,2,049.5
IDR,7,WANITA,Flexi Cermat,,10,25.9,38.8,51.7,64.7,75.0,84.9,121.3,181.9,242.5,1,131.5
IDR,7,WANITA,Flexi Cermat,,15,18.4,24.6,32.8,41.0,49.2,57.4,76.9,115.3,153.7,717.0
USD,7,WANITA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
USD,7,WANITA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
USD,7,WANITA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
USD,7,WANITA,Flexi Berkah,103,5,7270,10224,13632,17040,20448,23856,34080,51120,68160,318100
USD,7,WANITA,Flexi Berkah,,10,3550,5325,7100,8323,9987,11652,16645,24968,33290,155350
USD,7,WANITA,Flexi Berkah,,15,2528,3792,5056,6320,7500,8295,11850,17775,23700,110600
USD,7,WANITA,Flexi Cermat,15,5,16683,25025,33366,41708,50049,58391,83415,125123,166830,834150
USD,7,WANITA,Flexi Cermat,,10,8594,12891,17188,21485,25782,30079,42970,64455,85940,429700
USD,7,WANITA,Flexi Cermat,25,5,11737,17606,23474,29343,35211,41080,58685,82155,109540,547700
USD,7,WANITA,Flexi Cermat,,10,6494,9134,12178,15223,18267,21312,30445,45668,60890,284150
USD,7,WANITA,Flexi Cermat,,15,4106,6159,7698,9623,11547,13472,19245,28868,38490,179600
USD,7,WANITA,Flexi Cermat,35,5,8284,12426,16568,20710,24852,28994,41420,62130,77320,386600
USD,7,WANITA,Flexi Cermat,,10,4236,6354,7942,9928,11913,13899,19855,29783,39710,185350
USD,7,WANITA,Flexi Cermat,,15,2873,4310,5746,7183,8079,9426,13465,20198,26930,125700
IDR,8,PRIA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
IDR,8,PRIA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
IDR,8,PRIA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
IDR,8,PRIA,Flexi Berkah,102,5,20.7,31.1,41.4,51.8,62.1,72.5,97.1,145.7,194.2,906.0
IDR,8,PRIA,Flexi Berkah,,10,10.8,14.6,19.2,21.6,25.9,30.2,43.2,64.7,80.9,404.5
IDR,8,PRIA,Flexi Berkah,,15,7.9,10.8,14.2,17.7,19.2,22.1,31.5,47.3,63.0,295.5
IDR,8,PRIA,Flexi Cermat,15,5,139.0,208.4,277.9,347.4,416.9,486.4,694.8,1,042.2,1,389.6,6,948.0
IDR,8,PRIA,Flexi Cermat,,10,72.4,108.6,144.7,180.9,217.1,253.3,361.9,542.8,723.7,3,618.5
IDR,8,PRIA,Flexi Cermat,25,5,81.0,121.5,162.0,202.6,243.1,283.6,405.1,607.7,756.1,3,780.5
IDR,8,PRIA,Flexi Cermat,,10,45.7,68.6,85.7,107.2,128.6,150.0,214.4,321.5,428.7,2,000.5
IDR,8,PRIA,Flexi Cermat,,15,31.1,46.6,62.1,75.0,87.4,101.9,145.6,218.4,291.2,1,359.0
IDR,8,PRIA,Flexi Cermat,35,5,47.4,71.1,88.9,111.2,133.4,155.6,222.3,333.5,444.6,2,075.0
IDR,8,PRIA,Flexi Cermat,,10,26.8,40.1,53.5,66.9,75.2,87.8,125.4,188.1,250.8,1,170.5
IDR,8,PRIA,Flexi Cermat,,15,19.2,28.8,38.4,48.1,57.7,67.3,90.1,135.2,180.2,840.5
USD,8,PRIA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
USD,8,PRIA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
USD,8,PRIA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
USD,8,PRIA,Flexi Berkah,102,5,8180,12270,16360,20450,24540,28630,40900,61350,76350,381750
USD,8,PRIA,Flexi Berkah,,10,4261,6392,7990,9988,11985,13983,19975,29963,39950,186400
USD,8,PRIA,Flexi Berkah,,15,3112,4668,6224,7500,8754,10213,14590,21885,29180,136150
USD,8,PRIA,Flexi Cermat,15,5,16770,25155,33540,41925,50310,58695,83850,125775,167700,838500
USD,8,PRIA,Flexi Cermat,,10,8691,13037,17382,21728,26073,30419,43455,65183,86910,434550
USD,8,PRIA,Flexi Cermat,25,5,12162,18243,24324,30405,36486,42567,60810,85133,113510,567550
USD,8,PRIA,Flexi Cermat,,10,6640,9338,12450,15563,18675,21788,31125,46688,62250,290500
USD,8,PRIA,Flexi Cermat,,15,4174,6261,7828,9785,11742,13699,19570,29355,39140,182650
USD,8,PRIA,Flexi Cermat,35,5,8560,12840,17120,21400,25680,29960,42800,64200,79890,399450
USD,8,PRIA,Flexi Cermat,,10,4394,6591,8238,10298,12357,14417,20595,30893,41190,192200
USD,8,PRIA,Flexi Cermat,,15,2957,4436,5914,7393,8316,9702,13860,20790,27720,129350
IDR,8,WANITA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
IDR,8,WANITA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
IDR,8,WANITA,Flexi Amanah,10,10,-,-,-,-,-,-,-,-,-,-
IDR,8,WANITA,Flexi Berkah,102,5,17.7,23.6,31.5,39.4,47.2,55.1,75.0,110.7,147.6,700.0
IDR,8,WANITA,Flexi Berkah,,10,9.2,12.5,16.6,19.2,22.1,25.8,36.9,55.4,73.8,346.0
IDR,8,WANITA,Flexi Berkah,,15,6.6,9.9,11.8,14.8,17.7,19.2,26.3,39.5,52.6,246.5
IDR,8,WANITA,Flexi Cermat,15,5,131.5,197.3,263.0,328.8,394.5,460.3,657.5,986.3,1,315.0,6,575.0
IDR,8,WANITA,Flexi Cermat,,10,70.3,105.4,140.5,175.7,210.8,245.9,351.3,527.0,702.6,3,513.0
IDR,8,WANITA,Flexi Cermat,25,5,80.6,120.9,161.2,201.5,241.8,282.1,403.0,604.4,752.2,3,761.0
IDR,8,WANITA,Flexi Cermat,,10,44.1,66.2,82.7,103.4,124.0,144.7,206.7,310.1,413.4,1,929.0
IDR,8,WANITA,Flexi Cermat,,15,30.3,45.4,60.5,75.0,85.1,99.3,141.9,212.8,283.7,1,323.5
IDR,8,WANITA,Flexi Cermat,35,5,46.9,70.3,87.9,109.9,131.8,153.8,219.7,329.6,439.4,2,050.5
IDR,8,WANITA,Flexi Cermat,,10,25.9,38.9,51.9,64.9,75.0,85.1,121.6,182.4,243.2,1,134.5
IDR,8,WANITA,Flexi Cermat,,15,18.5,24.6,32.8,41.0,49.2,57.4,76.9,115.4,153.8,718.0
USD,8,WANITA,Flexi Amanah,YRT,1,-,-,-,-,-,-,-,-,-,-
USD,8,WANITA,Flexi Amanah,5,5,-,-,-,-,-,-,-,-,-,-
